"year","state","month","number","date"
2006,"AM","FEB",31,2006-02-01
2007,"AM","FEB",167,2007-02-01
2008,"AM","FEB",48,2008-02-01
2009,"AM","FEB",9,2009-02-01
2010,"AM","FEB",76,2010-02-01
2011,"AM","FEB",6,2011-02-01
2012,"AM","FEB",8,2012-02-01
2013,"AM","FEB",4,2013-02-01
2014,"AM","FEB",17,2014-02-01
2015,"AM","FEB",71,2015-02-01
2016,"AM","FEB",252,2016-02-01
2017,"AM","FEB",21,2017-02-01
2018,"AM","FEB",93,2018-02-01
2019,"AM","FEB",90,2019-02-01
2020,"AM","FEB",73,2020-02-01
1998,"BA","FEB",0,1998-02-01
1999,"BA","FEB",157,1999-02-01
2000,"BA","FEB",32,2000-02-01
2001,"BA","FEB",101,2001-02-01
2002,"BA","FEB",204,2002-02-01
2003,"BA","FEB",306,2003-02-01
2004,"BA","FEB",193,2004-02-01
2005,"BA","FEB",227,2005-02-01
2006,"BA","FEB",433,2006-02-01
2007,"BA","FEB",136,2007-02-01
2008,"BA","FEB",281,2008-02-01
2009,"BA","FEB",175,2009-02-01
2010,"BA","FEB",272,2010-02-01
2011,"BA","FEB",177,2011-02-01
2012,"BA","FEB",242,2012-02-01
2013,"BA","FEB",282,2013-02-01
2014,"BA","FEB",84,2014-02-01
2015,"BA","FEB",124,2015-02-01
2016,"BA","FEB",340,2016-02-01
2017,"BA","FEB",91,2017-02-01
2018,"BA","FEB",45,2018-02-01
2019,"BA","FEB",432,2019-02-01
2020,"BA","FEB",153,2020-02-01
1998,"CE","FEB",0,1998-02-01
1999,"CE","FEB",17,1999-02-01
2000,"CE","FEB",7,2000-02-01
2001,"CE","FEB",0,2001-02-01
2002,"CE","FEB",76,2002-02-01
2003,"CE","FEB",10,2003-02-01
2004,"CE","FEB",11,2004-02-01
2005,"CE","FEB",41,2005-02-01
2006,"CE","FEB",31,2006-02-01
2007,"CE","FEB",5,2007-02-01
2008,"CE","FEB",29,2008-02-01
2009,"CE","FEB",16,2009-02-01
2010,"CE","FEB",76,2010-02-01
2011,"CE","FEB",9,2011-02-01
2012,"CE","FEB",44,2012-02-01
2013,"CE","FEB",55,2013-02-01
2014,"CE","FEB",9,2014-02-01
2015,"CE","FEB",20,2015-02-01
2016,"CE","FEB",12,2016-02-01
2017,"CE","FEB",10,2017-02-01
2018,"CE","FEB",6,2018-02-01
2019,"CE","FEB",12,2019-02-01
2020,"CE","FEB",8,2020-02-01
1998,"DF","FEB",0,1998-02-01
1999,"DF","FEB",2,1999-02-01
2000,"DF","FEB",0,2000-02-01
2001,"DF","FEB",1,2001-02-01
2002,"DF","FEB",0,2002-02-01
2003,"DF","FEB",1,2003-02-01
2004,"DF","FEB",0,2004-02-01
2005,"DF","FEB",0,2005-02-01
2006,"DF","FEB",0,2006-02-01
2007,"DF","FEB",0,2007-02-01
2008,"DF","FEB",0,2008-02-01
2009,"DF","FEB",0,2009-02-01
2010,"DF","FEB",5,2010-02-01
2011,"DF","FEB",2,2011-02-01
2012,"DF","FEB",0,2012-02-01
2013,"DF","FEB",1,2013-02-01
2014,"DF","FEB",1,2014-02-01
2015,"DF","FEB",0,2015-02-01
2016,"DF","FEB",1,2016-02-01
2017,"DF","FEB",0,2017-02-01
2018,"DF","FEB",0,2018-02-01
2019,"DF","FEB",1,2019-02-01
2020,"DF","FEB",2,2020-02-01
1998,"ES","FEB",0,1998-02-01
1999,"ES","FEB",10,1999-02-01
2000,"ES","FEB",5,2000-02-01
2001,"ES","FEB",5,2001-02-01
2002,"ES","FEB",4,2002-02-01
2003,"ES","FEB",14,2003-02-01
2004,"ES","FEB",8,2004-02-01
2005,"ES","FEB",1,2005-02-01
2006,"ES","FEB",53,2006-02-01
2007,"ES","FEB",5,2007-02-01
2008,"ES","FEB",23,2008-02-01
2009,"ES","FEB",13,2009-02-01
2010,"ES","FEB",27,2010-02-01
2011,"ES","FEB",49,2011-02-01
2012,"ES","FEB",27,2012-02-01
2013,"ES","FEB",21,2013-02-01
2014,"ES","FEB",16,2014-02-01
2015,"ES","FEB",59,2015-02-01
2016,"ES","FEB",19,2016-02-01
2017,"ES","FEB",7,2017-02-01
2018,"ES","FEB",1,2018-02-01
2019,"ES","FEB",32,2019-02-01
2020,"ES","FEB",11,2020-02-01
1998,"GO","FEB",0,1998-02-01
1999,"GO","FEB",334,1999-02-01
2000,"GO","FEB",11,2000-02-01
2001,"GO","FEB",9,2001-02-01
2002,"GO","FEB",9,2002-02-01
2003,"GO","FEB",55,2003-02-01
2004,"GO","FEB",14,2004-02-01
2005,"GO","FEB",110,2005-02-01
2006,"GO","FEB",28,2006-02-01
2007,"GO","FEB",20,2007-02-01
2008,"GO","FEB",25,2008-02-01
2009,"GO","FEB",45,2009-02-01
2010,"GO","FEB",100,2010-02-01
2011,"GO","FEB",56,2011-02-01
2012,"GO","FEB",29,2012-02-01
2013,"GO","FEB",67,2013-02-01
2014,"GO","FEB",34,2014-02-01
2015,"GO","FEB",43,2015-02-01
2016,"GO","FEB",69,2016-02-01
2017,"GO","FEB",64,2017-02-01
2018,"GO","FEB",41,2018-02-01
2019,"GO","FEB",88,2019-02-01
2020,"GO","FEB",92,2020-02-01
1998,"MA","FEB",0,1998-02-01
1999,"MA","FEB",6,1999-02-01
2000,"MA","FEB",11,2000-02-01
2001,"MA","FEB",1,2001-02-01
2002,"MA","FEB",116,2002-02-01
2003,"MA","FEB",13,2003-02-01
2004,"MA","FEB",24,2004-02-01
2005,"MA","FEB",73,2005-02-01
2006,"MA","FEB",36,2006-02-01
2007,"MA","FEB",21,2007-02-01
2008,"MA","FEB",59,2008-02-01
2009,"MA","FEB",30,2009-02-01
2010,"MA","FEB",104,2010-02-01
2011,"MA","FEB",14,2011-02-01
2012,"MA","FEB",84,2012-02-01
2013,"MA","FEB",72,2013-02-01
2014,"MA","FEB",17,2014-02-01
2015,"MA","FEB",78,2015-02-01
2016,"MA","FEB",268,2016-02-01
2017,"MA","FEB",44,2017-02-01
2018,"MA","FEB",15,2018-02-01
2019,"MA","FEB",74,2019-02-01
2020,"MA","FEB",72,2020-02-01
1998,"MT","FEB",0,1998-02-01
1999,"MT","FEB",28,1999-02-01
2000,"MT","FEB",35,2000-02-01
2001,"MT","FEB",54,2001-02-01
2002,"MT","FEB",22,2002-02-01
2003,"MT","FEB",566,2003-02-01
2004,"MT","FEB",397,2004-02-01
2005,"MT","FEB",951,2005-02-01
2006,"MT","FEB",414,2006-02-01
2007,"MT","FEB",280,2007-02-01
2008,"MT","FEB",208,2008-02-01
2009,"MT","FEB",203,2009-02-01
2010,"MT","FEB",440,2010-02-01
2011,"MT","FEB",147,2011-02-01
2012,"MT","FEB",200,2012-02-01
2013,"MT","FEB",374,2013-02-01
2014,"MT","FEB",134,2014-02-01
2015,"MT","FEB",396,2015-02-01
2016,"MT","FEB",763,2016-02-01
2017,"MT","FEB",295,2017-02-01
2018,"MT","FEB",266,2018-02-01
2019,"MT","FEB",709,2019-02-01
2020,"MT","FEB",806,2020-02-01
1998,"MS","FEB",0,1998-02-01
1999,"MS","FEB",69,1999-02-01
2000,"MS","FEB",81,2000-02-01
2001,"MS","FEB",90,2001-02-01
2002,"MS","FEB",98,2002-02-01
2003,"MS","FEB",142,2003-02-01
2004,"MS","FEB",271,2004-02-01
2005,"MS","FEB",301,2005-02-01
2006,"MS","FEB",149,2006-02-01
2007,"MS","FEB",137,2007-02-01
2008,"MS","FEB",108,2008-02-01
2009,"MS","FEB",173,2009-02-01
2010,"MS","FEB",167,2010-02-01
2011,"MS","FEB",66,2011-02-01
2012,"MS","FEB",127,2012-02-01
2013,"MS","FEB",107,2013-02-01
2014,"MS","FEB",119,2014-02-01
2015,"MS","FEB",106,2015-02-01
2016,"MS","FEB",119,2016-02-01
2017,"MS","FEB",146,2017-02-01
2018,"MS","FEB",50,2018-02-01
2019,"MS","FEB",290,2019-02-01
2020,"MS","FEB",250,2020-02-01
1998,"MG","FEB",0,1998-02-01
1999,"MG","FEB",112,1999-02-01
2000,"MG","FEB",20,2000-02-01
2001,"MG","FEB",39,2001-02-01
2002,"MG","FEB",62,2002-02-01
2003,"MG","FEB",181,2003-02-01
2004,"MG","FEB",36,2004-02-01
2005,"MG","FEB",106,2005-02-01
2006,"MG","FEB",135,2006-02-01
2007,"MG","FEB",99,2007-02-01
2008,"MG","FEB",84,2008-02-01
2009,"MG","FEB",104,2009-02-01
2010,"MG","FEB",185,2010-02-01
2011,"MG","FEB",131,2011-02-01
2012,"MG","FEB",140,2012-02-01
2013,"MG","FEB",161,2013-02-01
2014,"MG","FEB",121,2014-02-01
2015,"MG","FEB",69,2015-02-01
2016,"MG","FEB",127,2016-02-01
2017,"MG","FEB",54,2017-02-01
2018,"MG","FEB",60,2018-02-01
2019,"MG","FEB",111,2019-02-01
2020,"MG","FEB",114,2020-02-01
1998,"PA","FEB",0,1998-02-01
1999,"PA","FEB",285,1999-02-01
2000,"PA","FEB",29,2000-02-01
2001,"PA","FEB",16,2001-02-01
2002,"PA","FEB",120,2002-02-01
2003,"PA","FEB",23,2003-02-01
2004,"PA","FEB",36,2004-02-01
2005,"PA","FEB",121,2005-02-01
2006,"PA","FEB",110,2006-02-01
2007,"PA","FEB",39,2007-02-01
2008,"PA","FEB",99,2008-02-01
2009,"PA","FEB",26,2009-02-01
2010,"PA","FEB",147,2010-02-01
2011,"PA","FEB",25,2011-02-01
2012,"PA","FEB",78,2012-02-01
2013,"PA","FEB",47,2013-02-01
2014,"PA","FEB",30,2014-02-01
2015,"PA","FEB",92,2015-02-01
2016,"PA","FEB",370,2016-02-01
2017,"PA","FEB",14,2017-02-01
2018,"PA","FEB",36,2018-02-01
2019,"PA","FEB",80,2019-02-01
2020,"PA","FEB",64,2020-02-01
1998,"PB","FEB",0,1998-02-01
1999,"PB","FEB",2,1999-02-01
2000,"PB","FEB",11,2000-02-01
2001,"PB","FEB",6,2001-02-01
2002,"PB","FEB",18,2002-02-01
2003,"PB","FEB",3,2003-02-01
2004,"PB","FEB",1,2004-02-01
2005,"PB","FEB",22,2005-02-01
2006,"PB","FEB",10,2006-02-01
2007,"PB","FEB",13,2007-02-01
2008,"PB","FEB",20,2008-02-01
2009,"PB","FEB",13,2009-02-01
2010,"PB","FEB",15,2010-02-01
2011,"PB","FEB",2,2011-02-01
2012,"PB","FEB",19,2012-02-01
2013,"PB","FEB",11,2013-02-01
2014,"PB","FEB",5,2014-02-01
2015,"PB","FEB",15,2015-02-01
2016,"PB","FEB",3,2016-02-01
2017,"PB","FEB",8,2017-02-01
2018,"PB","FEB",3,2018-02-01
2019,"PB","FEB",7,2019-02-01
2020,"PB","FEB",16,2020-02-01
1998,"PR","FEB",0,1998-02-01
1999,"PR","FEB",22,1999-02-01
2000,"PR","FEB",67,2000-02-01
2001,"PR","FEB",8,2001-02-01
2002,"PR","FEB",24,2002-02-01
2003,"PR","FEB",100,2003-02-01
2004,"PR","FEB",92,2004-02-01
2005,"PR","FEB",158,2005-02-01
2006,"PR","FEB",95,2006-02-01
2007,"PR","FEB",73,2007-02-01
2008,"PR","FEB",91,2008-02-01
2009,"PR","FEB",39,2009-02-01
2010,"PR","FEB",58,2010-02-01
2011,"PR","FEB",18,2011-02-01
2012,"PR","FEB",77,2012-02-01
2013,"PR","FEB",20,2013-02-01
2014,"PR","FEB",57,2014-02-01
2015,"PR","FEB",42,2015-02-01
2016,"PR","FEB",20,2016-02-01
2017,"PR","FEB",64,2017-02-01
2018,"PR","FEB",75,2018-02-01
2019,"PR","FEB",24,2019-02-01
2020,"PR","FEB",49,2020-02-01
1998,"PE","FEB",0,1998-02-01
1999,"PE","FEB",14,1999-02-01
2000,"PE","FEB",4,2000-02-01
2001,"PE","FEB",2,2001-02-01
2002,"PE","FEB",19,2002-02-01
2003,"PE","FEB",43,2003-02-01
2004,"PE","FEB",12,2004-02-01
2005,"PE","FEB",43,2005-02-01
2006,"PE","FEB",49,2006-02-01
2007,"PE","FEB",18,2007-02-01
2008,"PE","FEB",60,2008-02-01
2009,"PE","FEB",31,2009-02-01
2010,"PE","FEB",54,2010-02-01
2011,"PE","FEB",25,2011-02-01
2012,"PE","FEB",75,2012-02-01
2013,"PE","FEB",33,2013-02-01
2014,"PE","FEB",20,2014-02-01
2015,"PE","FEB",48,2015-02-01
2016,"PE","FEB",22,2016-02-01
2017,"PE","FEB",24,2017-02-01
2018,"PE","FEB",7,2018-02-01
2019,"PE","FEB",9,2019-02-01
2020,"PE","FEB",36,2020-02-01
1998,"PI","FEB",0,1998-02-01
1999,"PI","FEB",22,1999-02-01
2000,"PI","FEB",12,2000-02-01
2001,"PI","FEB",0,2001-02-01
2002,"PI","FEB",159,2002-02-01
2003,"PI","FEB",6,2003-02-01
2004,"PI","FEB",25,2004-02-01
2005,"PI","FEB",34,2005-02-01
2006,"PI","FEB",27,2006-02-01
2007,"PI","FEB",18,2007-02-01
2008,"PI","FEB",24,2008-02-01
2009,"PI","FEB",19,2009-02-01
2010,"PI","FEB",75,2010-02-01
2011,"PI","FEB",12,2011-02-01
2012,"PI","FEB",38,2012-02-01
2013,"PI","FEB",70,2013-02-01
2014,"PI","FEB",12,2014-02-01
2015,"PI","FEB",24,2015-02-01
2016,"PI","FEB",83,2016-02-01
2017,"PI","FEB",19,2017-02-01
2018,"PI","FEB",8,2018-02-01
2019,"PI","FEB",35,2019-02-01
2020,"PI","FEB",38,2020-02-01
1998,"RJ","FEB",0,1998-02-01
1999,"RJ","FEB",0,1999-02-01
2000,"RJ","FEB",1,2000-02-01
2001,"RJ","FEB",3,2001-02-01
2002,"RJ","FEB",1,2002-02-01
2003,"RJ","FEB",17,2003-02-01
2004,"RJ","FEB",6,2004-02-01
2005,"RJ","FEB",9,2005-02-01
2006,"RJ","FEB",11,2006-02-01
2007,"RJ","FEB",21,2007-02-01
2008,"RJ","FEB",3,2008-02-01
2009,"RJ","FEB",3,2009-02-01
2010,"RJ","FEB",86,2010-02-01
2011,"RJ","FEB",46,2011-02-01
2012,"RJ","FEB",12,2012-02-01
2013,"RJ","FEB",15,2013-02-01
2014,"RJ","FEB",107,2014-02-01
2015,"RJ","FEB",28,2015-02-01
2016,"RJ","FEB",6,2016-02-01
2017,"RJ","FEB",24,2017-02-01
2018,"RJ","FEB",0,2018-02-01
2019,"RJ","FEB",21,2019-02-01
2020,"RJ","FEB",10,2020-02-01
1998,"RN","FEB",0,1998-02-01
1999,"RN","FEB",10,1999-02-01
2000,"RN","FEB",7,2000-02-01
2001,"RN","FEB",0,2001-02-01
2002,"RN","FEB",17,2002-02-01
2003,"RN","FEB",20,2003-02-01
2004,"RN","FEB",8,2004-02-01
2005,"RN","FEB",51,2005-02-01
2006,"RN","FEB",21,2006-02-01
2007,"RN","FEB",11,2007-02-01
2008,"RN","FEB",39,2008-02-01
2009,"RN","FEB",13,2009-02-01
2010,"RN","FEB",20,2010-02-01
2011,"RN","FEB",3,2011-02-01
2012,"RN","FEB",16,2012-02-01
2013,"RN","FEB",26,2013-02-01
2014,"RN","FEB",7,2014-02-01
2015,"RN","FEB",14,2015-02-01
2016,"RN","FEB",2,2016-02-01
2017,"RN","FEB",13,2017-02-01
2018,"RN","FEB",6,2018-02-01
2019,"RN","FEB",5,2019-02-01
2020,"RN","FEB",5,2020-02-01
1998,"RS","FEB",0,1998-02-01
1999,"RS","FEB",35,1999-02-01
2000,"RS","FEB",43,2000-02-01
2001,"RS","FEB",32,2001-02-01
2002,"RS","FEB",38,2002-02-01
2003,"RS","FEB",18,2003-02-01
2004,"RS","FEB",103,2004-02-01
2005,"RS","FEB",54,2005-02-01
2006,"RS","FEB",63,2006-02-01
2007,"RS","FEB",41,2007-02-01
2008,"RS","FEB",47,2008-02-01
2009,"RS","FEB",26,2009-02-01
2010,"RS","FEB",29,2010-02-01
2011,"RS","FEB",20,2011-02-01
2012,"RS","FEB",43,2012-02-01
2013,"RS","FEB",51,2013-02-01
2014,"RS","FEB",27,2014-02-01
2015,"RS","FEB",34,2015-02-01
2016,"RS","FEB",47,2016-02-01
2017,"RS","FEB",31,2017-02-01
2018,"RS","FEB",72,2018-02-01
2019,"RS","FEB",48,2019-02-01
2020,"RS","FEB",89,2020-02-01
1998,"RO","FEB",0,1998-02-01
1999,"RO","FEB",1,1999-02-01
2000,"RO","FEB",6,2000-02-01
2001,"RO","FEB",2,2001-02-01
2002,"RO","FEB",8,2002-02-01
2003,"RO","FEB",14,2003-02-01
2004,"RO","FEB",16,2004-02-01
2005,"RO","FEB",41,2005-02-01
2006,"RO","FEB",19,2006-02-01
2007,"RO","FEB",5,2007-02-01
2008,"RO","FEB",12,2008-02-01
2009,"RO","FEB",2,2009-02-01
2010,"RO","FEB",9,2010-02-01
2011,"RO","FEB",11,2011-02-01
2012,"RO","FEB",9,2012-02-01
2013,"RO","FEB",8,2013-02-01
2014,"RO","FEB",4,2014-02-01
2015,"RO","FEB",17,2015-02-01
2016,"RO","FEB",71,2016-02-01
2017,"RO","FEB",15,2017-02-01
2018,"RO","FEB",7,2018-02-01
2019,"RO","FEB",22,2019-02-01
2020,"RO","FEB",39,2020-02-01
1998,"RR","FEB",0,1998-02-01
1999,"RR","FEB",20,1999-02-01
2000,"RR","FEB",57,2000-02-01
2001,"RR","FEB",646,2001-02-01
2002,"RR","FEB",476,2002-02-01
2003,"RR","FEB",1063,2003-02-01
2004,"RR","FEB",349,2004-02-01
2005,"RR","FEB",207,2005-02-01
2006,"RR","FEB",441,2006-02-01
2007,"RR","FEB",1347,2007-02-01
2008,"RR","FEB",223,2008-02-01
2009,"RR","FEB",212,2009-02-01
2010,"RR","FEB",634,2010-02-01
2011,"RR","FEB",140,2011-02-01
2012,"RR","FEB",172,2012-02-01
2013,"RR","FEB",71,2013-02-01
2014,"RR","FEB",332,2014-02-01
2015,"RR","FEB",571,2015-02-01
2016,"RR","FEB",185,2016-02-01
2017,"RR","FEB",124,2017-02-01
2018,"RR","FEB",558,2018-02-01
2019,"RR","FEB",629,2019-02-01
2020,"RR","FEB",483,2020-02-01
1998,"SC","FEB",0,1998-02-01
1999,"SC","FEB",2,1999-02-01
2000,"SC","FEB",8,2000-02-01
2001,"SC","FEB",0,2001-02-01
2002,"SC","FEB",5,2002-02-01
2003,"SC","FEB",64,2003-02-01
2004,"SC","FEB",64,2004-02-01
2005,"SC","FEB",79,2005-02-01
2006,"SC","FEB",35,2006-02-01
2007,"SC","FEB",37,2007-02-01
2008,"SC","FEB",59,2008-02-01
2009,"SC","FEB",18,2009-02-01
2010,"SC","FEB",19,2010-02-01
2011,"SC","FEB",1,2011-02-01
2012,"SC","FEB",34,2012-02-01
2013,"SC","FEB",11,2013-02-01
2014,"SC","FEB",25,2014-02-01
2015,"SC","FEB",15,2015-02-01
2016,"SC","FEB",2,2016-02-01
2017,"SC","FEB",27,2017-02-01
2018,"SC","FEB",48,2018-02-01
2019,"SC","FEB",10,2019-02-01
2020,"SC","FEB",36,2020-02-01
1998,"SP","FEB",0,1998-02-01
1999,"SP","FEB",47,1999-02-01
2000,"SP","FEB",25,2000-02-01
2001,"SP","FEB",25,2001-02-01
2002,"SP","FEB",19,2002-02-01
2003,"SP","FEB",185,2003-02-01
2004,"SP","FEB",91,2004-02-01
2005,"SP","FEB",131,2005-02-01
2006,"SP","FEB",92,2006-02-01
2007,"SP","FEB",179,2007-02-01
2008,"SP","FEB",34,2008-02-01
2009,"SP","FEB",87,2009-02-01
2010,"SP","FEB",184,2010-02-01
2011,"SP","FEB",77,2011-02-01
2012,"SP","FEB",110,2012-02-01
2013,"SP","FEB",101,2013-02-01
2014,"SP","FEB",97,2014-02-01
2015,"SP","FEB",37,2015-02-01
2016,"SP","FEB",107,2016-02-01
2017,"SP","FEB",88,2017-02-01
2018,"SP","FEB",26,2018-02-01
2019,"SP","FEB",35,2019-02-01
2020,"SP","FEB",103,2020-02-01
1998,"SE","FEB",0,1998-02-01
1999,"SE","FEB",25,1999-02-01
2000,"SE","FEB",6,2000-02-01
2001,"SE","FEB",2,2001-02-01
2002,"SE","FEB",6,2002-02-01
2003,"SE","FEB",63,2003-02-01
2004,"SE","FEB",17,2004-02-01
2005,"SE","FEB",40,2005-02-01
2006,"SE","FEB",52,2006-02-01
2007,"SE","FEB",30,2007-02-01
2008,"SE","FEB",77,2008-02-01
2009,"SE","FEB",72,2009-02-01
2010,"SE","FEB",37,2010-02-01
2011,"SE","FEB",40,2011-02-01
2012,"SE","FEB",36,2012-02-01
2013,"SE","FEB",47,2013-02-01
2014,"SE","FEB",16,2014-02-01
2015,"SE","FEB",33,2015-02-01
2016,"SE","FEB",15,2016-02-01
2017,"SE","FEB",12,2017-02-01
2018,"SE","FEB",18,2018-02-01
2019,"SE","FEB",13,2019-02-01
2020,"SE","FEB",9,2020-02-01
1998,"TO","FEB",0,1998-02-01
1999,"TO","FEB",1,1999-02-01
2000,"TO","FEB",6,2000-02-01
2001,"TO","FEB",6,2001-02-01
2002,"TO","FEB",48,2002-02-01
2003,"TO","FEB",12,2003-02-01
2004,"TO","FEB",9,2004-02-01
2005,"TO","FEB",34,2005-02-01
2006,"TO","FEB",19,2006-02-01
2007,"TO","FEB",11,2007-02-01
2008,"TO","FEB",14,2008-02-01
2009,"TO","FEB",32,2009-02-01
2010,"TO","FEB",51,2010-02-01
2011,"TO","FEB",13,2011-02-01
2012,"TO","FEB",51,2012-02-01
2013,"TO","FEB",37,2013-02-01
2014,"TO","FEB",55,2014-02-01
2015,"TO","FEB",48,2015-02-01
2016,"TO","FEB",318,2016-02-01
2017,"TO","FEB",24,2017-02-01
2018,"TO","FEB",16,2018-02-01
2019,"TO","FEB",78,2019-02-01
2020,"TO","FEB",77,2020-02-01
1998,"AC","MAR",0,1998-03-01
1999,"AC","MAR",0,1999-03-01
2000,"AC","MAR",11,2000-03-01
2001,"AC","MAR",0,2001-03-01
2002,"AC","MAR",0,2002-03-01
2003,"AC","MAR",0,2003-03-01
2004,"AC","MAR",0,2004-03-01
2005,"AC","MAR",5,2005-03-01
2006,"AC","MAR",0,2006-03-01
2007,"AC","MAR",5,2007-03-01
2008,"AC","MAR",1,2008-03-01
2009,"AC","MAR",0,2009-03-01
2010,"AC","MAR",1,2010-03-01
2011,"AC","MAR",0,2011-03-01
2012,"AC","MAR",0,2012-03-01
2013,"AC","MAR",0,2013-03-01
2014,"AC","MAR",1,2014-03-01
2015,"AC","MAR",1,2015-03-01
2016,"AC","MAR",0,2016-03-01
2017,"AC","MAR",0,2017-03-01
2018,"AC","MAR",1,2018-03-01
2019,"AC","MAR",2,2019-03-01
2020,"AC","MAR",1,2020-03-01
1998,"AL","MAR",0,1998-03-01
1999,"AL","MAR",52,1999-03-01
2000,"AL","MAR",32,2000-03-01
2001,"AL","MAR",0,2001-03-01
2002,"AL","MAR",27,2002-03-01
2003,"AL","MAR",32,2003-03-01
2004,"AL","MAR",34,2004-03-01
2005,"AL","MAR",45,2005-03-01
2006,"AL","MAR",46,2006-03-01
2007,"AL","MAR",12,2007-03-01
2008,"AL","MAR",47,2008-03-01
2009,"AL","MAR",47,2009-03-01
2010,"AL","MAR",87,2010-03-01
2011,"AL","MAR",45,2011-03-01
2012,"AL","MAR",58,2012-03-01
2013,"AL","MAR",36,2013-03-01
2014,"AL","MAR",19,2014-03-01
2015,"AL","MAR",27,2015-03-01
2016,"AL","MAR",10,2016-03-01
2017,"AL","MAR",19,2017-03-01
2018,"AL","MAR",13,2018-03-01
2019,"AL","MAR",11,2019-03-01
2020,"AL","MAR",12,2020-03-01
1998,"AP","MAR",0,1998-03-01
1999,"AP","MAR",2,1999-03-01
2000,"AP","MAR",0,2000-03-01
2001,"AP","MAR",0,2001-03-01
2002,"AP","MAR",0,2002-03-01
2003,"AP","MAR",5,2003-03-01
2004,"AP","MAR",0,2004-03-01
2005,"AP","MAR",0,2005-03-01
2006,"AP","MAR",0,2006-03-01
2007,"AP","MAR",2,2007-03-01
2008,"AP","MAR",2,2008-03-01
2009,"AP","MAR",0,2009-03-01
2010,"AP","MAR",3,2010-03-01
2011,"AP","MAR",0,2011-03-01
2012,"AP","MAR",3,2012-03-01
2013,"AP","MAR",1,2013-03-01
2014,"AP","MAR",2,2014-03-01
2015,"AP","MAR",1,2015-03-01
2016,"AP","MAR",0,2016-03-01
2017,"AP","MAR",0,2017-03-01
2018,"AP","MAR",0,2018-03-01
2019,"AP","MAR",0,2019-03-01
2020,"AP","MAR",1,2020-03-01
1998,"AM","MAR",0,1998-03-01
1999,"AM","MAR",7,1999-03-01
2000,"AM","MAR",69,2000-03-01
2001,"AM","MAR",6,2001-03-01
2002,"AM","MAR",5,2002-03-01
2003,"AM","MAR",94,2003-03-01
2004,"AM","MAR",20,2004-03-01
2005,"AM","MAR",15,2005-03-01
2006,"AM","MAR",30,2006-03-01
2007,"AM","MAR",14,2007-03-01
2008,"AM","MAR",25,2008-03-01
2009,"AM","MAR",19,2009-03-01
2010,"AM","MAR",64,2010-03-01
2011,"AM","MAR",23,2011-03-01
2012,"AM","MAR",5,2012-03-01
2013,"AM","MAR",23,2013-03-01
2014,"AM","MAR",30,2014-03-01
2015,"AM","MAR",25,2015-03-01
2016,"AM","MAR",105,2016-03-01
2017,"AM","MAR",24,2017-03-01
2018,"AM","MAR",54,2018-03-01
2019,"AM","MAR",114,2019-03-01
2020,"AM","MAR",77,2020-03-01
1998,"BA","MAR",0,1998-03-01
1999,"BA","MAR",83,1999-03-01
2000,"BA","MAR",65,2000-03-01
2001,"BA","MAR",4,2001-03-01
2002,"BA","MAR",146,2002-03-01
2003,"BA","MAR",401,2003-03-01
2004,"BA","MAR",179,2004-03-01
2005,"BA","MAR",234,2005-03-01
2006,"BA","MAR",291,2006-03-01
2007,"BA","MAR",249,2007-03-01
2008,"BA","MAR",201,2008-03-01
2009,"BA","MAR",329,2009-03-01
2010,"BA","MAR",192,2010-03-01
2011,"BA","MAR",158,2011-03-01
2012,"BA","MAR",472,2012-03-01
2013,"BA","MAR",441,2013-03-01
2014,"BA","MAR",128,2014-03-01
2015,"BA","MAR",183,2015-03-01
2016,"BA","MAR",237,2016-03-01
2017,"BA","MAR",160,2017-03-01
2018,"BA","MAR",126,2018-03-01
2019,"BA","MAR",475,2019-03-01
2020,"BA","MAR",92,2020-03-01
1998,"CE","MAR",0,1998-03-01
1999,"CE","MAR",30,1999-03-01
2000,"CE","MAR",10,2000-03-01
2001,"CE","MAR",0,2001-03-01
2002,"CE","MAR",17,2002-03-01
2003,"CE","MAR",6,2003-03-01
2004,"CE","MAR",3,2004-03-01
2005,"CE","MAR",7,2005-03-01
2006,"CE","MAR",8,2006-03-01
2007,"CE","MAR",7,2007-03-01
2008,"CE","MAR",0,2008-03-01
2009,"CE","MAR",1,2009-03-01
2010,"CE","MAR",46,2010-03-01
2011,"CE","MAR",3,2011-03-01
2012,"CE","MAR",13,2012-03-01
2013,"CE","MAR",24,2013-03-01
2014,"CE","MAR",4,2014-03-01
2015,"CE","MAR",14,2015-03-01
2016,"CE","MAR",6,2016-03-01
2017,"CE","MAR",4,2017-03-01
2018,"CE","MAR",8,2018-03-01
2019,"CE","MAR",3,2019-03-01
2020,"CE","MAR",2,2020-03-01
1998,"DF","MAR",0,1998-03-01
1999,"DF","MAR",0,1999-03-01
2000,"DF","MAR",0,2000-03-01
2001,"DF","MAR",0,2001-03-01
2002,"DF","MAR",0,2002-03-01
2003,"DF","MAR",0,2003-03-01
2004,"DF","MAR",0,2004-03-01
2005,"DF","MAR",0,2005-03-01
2006,"DF","MAR",0,2006-03-01
2007,"DF","MAR",1,2007-03-01
2008,"DF","MAR",2,2008-03-01
2009,"DF","MAR",0,2009-03-01
2010,"DF","MAR",2,2010-03-01
2011,"DF","MAR",0,2011-03-01
2012,"DF","MAR",0,2012-03-01
2013,"DF","MAR",1,2013-03-01
